firstname,middlename,lastname,qualifier,title,role,organization,rank
Pete,,Wells,,,reported,,1
Victoria,,Petersen,,,reported,,1
Florence,,Fabricant,,,reported,,1
David,,Wallace-Wells,,,reported,,1
Andrew,,Higgins,,,reported,,1
Erika,,Solomon,,,reported,,2
Margalit,,Fox,,,reported,,1
Becky,,Hughes,,,reported,,1
Mark,,Landler,,,reported,,1
Matina,,Stevis-Gridneff,,,reported,,2
Erika,,Solomon,,,reported,,3
Patricia,,Cohen,,,reported,,4
Eric,,Schlosser,,,reported,,1
Declan,,Walsh,,,reported,,1
Valerie,,Hopkins,,,reported,,2
Nancy,,Wartik,,,reported,,1
Daniel,E.,Slotnik,,,reported,,2
Vimal,,Patel,,,reported,,1
Carl,,Zimmer,,,reported,,1
Rebecca,,Robbins,,,reported,,2
Elisabeth,,Donnelly,,,reported,,1
Elian,,Peltier,,,reported,,1
Annaliese,,Griffin,,,reported,,1
Amanda,,Holpuch,,,reported,,1
Sheryl,Gay,Stolberg,,,reported,,1
Michael,,,,,reported,,1
Michael,,Levenson,,,reported,,1
Jaime,,Lowe,,,reported,,1
Shira,,Ovide,,,reported,,1
Farnaz,,Fassihi,,,reported,,1
Jennifer,,Reese,,,reported,,1
Sameer,,Yasir,,,reported,,1
Victoria,,Kim,,,reported,,2
Michael,,Barbaro,,,reported,,1
Stella,,Tan,,,reported,,2
Rob,,Szypko,,,reported,,3
Rikki,,Novetsky,,,reported,,4
Eric,,Krupke,,,reported,,5
Patricia,,Willens,,,reported,,6
Lisa,,Chow,,,reported,,7
Mike,,Benoist,,,reported,,8
Marion,,Lozano,,,reported,,9
Dan,,Powell,,,reported,,10
Chris,,Wood,,,reported,,11
Pati,,Jinich,,,reported,,1
Christina,,Jewett,,,reported,,1
Julia,,Carmel,,,reported,,1
Jessica,,Grose,,,reported,,1
Nancy,,Wartik,,,reported,,1
Jonathan,,Wolfe,,,reported,,2
Anahad,,O'Connor,,,reported,,1
Amanda,,Morris,,,reported,,1
Christina,,Jewett,,,reported,,2
Nicholas,,Bogel-Burroughs,,,reported,,3
Christine,,Hauser,,,reported,,1
Livia,,Albeck-Ripka,,,reported,,1
David,,Gelles,,,reported,,1
Julie,,Creswell,,,reported,,1
Madeleine,,Ngo,,,reported,,2
Catherine,,Pearson,,,reported,,1
Keith,,Bradsher,,,reported,,1
Christina,,Jewett,,,reported,,1
Michael,,,,,reported,,1
Nancy,,Wartik,,,reported,,1
Jonathan,,Wolfe,,,reported,,2
Edgar,,Sandoval,,,reported,,1
Amanda,,Morris,,,reported,,2
Madeleine,,Ngo,,,reported,,3
Annie,,Karni,,,reported,,1
Emily,,Cochrane,,,reported,,2
Jessica,,Grose,,,reported,,1
Jack,,Nicas,,,reported,,1
André,,Spigariol,,,reported,,2
Apoorva,,Mandavilli,,,reported,,1
Alan,,Rappeport,,,reported,,1
Patricia,,Cohen,,,reported,,2
Anna,,Perling,,,reported,,1
Emily,,Cochrane,,,reported,,1
Peter,S.,Goodman,,,reported,,1
Ruth,,Maclean,,,reported,,2
Salman,,Masood,,,reported,,3
Elif,,Ince,,,reported,,4
Flávia,,Milhorance,,,reported,,5
Muktita,,Suhartono,,,reported,,6
Brenda,,Kiven,,,reported,,7
Sharon,,LaFraniere,,,reported,,1
Suraj,,Patel,,,reported,,1
Christina,,Jewett,,,reported,,1
Karen,,Demasters,,,reported,,1
Larry,,Dorman,,,reported,,1
Ben,,ROTHENBERG,,,reported,,1
Bernie,,Beglane,,,reported,,1
Frank,,Litsky,,,reported,,1
Peter,,Baker,,,reported,,1
Murray,,Chass,,,reported,,1
Mitch,,Abramson,,,reported,,1
Michael,,Cooper,,,reported,,1
Patrick,,Healy,,,reported,,1
Patrick,,Healy,,,reported,,1
Binyamin,,Appelbaum,,,reported,,1
Jeff,,Zeleny,,,reported,,1
Jeff,,ZELENY,,,reported,,1
Dow,,Jones,,,reported,,1
Emily,,Schmall,,,reported,,1
George,,McGovern,,,reported,,1
Jim,,McGovern,,,reported,,2
Dow,,Jones,,,reported,,1
Julie,,Bosman,,,reported,,1
Seth,,Schiesel,,,reported,,1
Nada,,Bakri,,,reported,,1
Michael,,Cooper,,,reported,,1
Upi,,,,,reported,,1
Murray,,Chass,,,reported,,1
Dave,,ITZKOFF,,,reported,,1
Jeff,,ZELENY,,,reported,,1
Frank,,Litsky,,,reported,,1
,,,,,reported,,1
Jeffrey,,Gettleman,,,reported,,1
Josh,,Kron,,,reported,,2
Bloomberg,,News,,,reported,,1
Graham,,Bowley,,,reported,,1
Janet,,Allon,,,reported,,1
A.,G.,Sulzberger,,,reported,,1
Gardiner,,Harris,,,reported,,1
Russ,,Buettner,,,reported,,1
Charles,V.,Bagli,,,reported,,2
Mohamed,,IBRAHIM,,,reported,,1
Jeffrey,,GETTLEMAN,,,reported,,2
Nazila,,Fathi,,,reported,,1
Vinod,,Sreeharsha,,,reported,,1
Alexei,,Barrionuevo,,,reported,,2
Jonathan,P.,Hicks,,,reported,,1
Ashley,,Southall,,,reported,,1
Jonathan,,Rabinovitz,,,reported,,1
Dealbook,,,,,reported,,1
Dealbook,,,,,reported,,1
Emily,,,,,reported,,1
Stuart,,Elliott,,,reported,,1
Lindsay,,Crouse,,,reported,,1
Manuela,,Andreoni,,,reported,,1
Somini,,Sengupta,,,reported,,1
Henry,,Fountain,,,reported,,1
Somini,,Sengupta,,,reported,,1
Manuela,,Andreoni,,,reported,,1
Manuela,,Andreoni,,,reported,,1
Somini,,Sengupta,,,reported,,1
Somini,,Sengupta,,,reported,,1
Manuela,,Andreoni,,,reported,,1
Somini,,Sengupta,,,reported,,1
Somini,,Sengupta,,,reported,,1
Somini,,Sengupta,,,reported,,1
Somini,,Sengupta,,,reported,,1
Somini,,Sengupta,,,reported,,1
Somini,,Sengupta,,,reported,,1
Damien,,Cave,,,reported,,1
Somini,,Sengupta,,,reported,,1
Somini,,Sengupta,,,reported,,1
Manuela,,Andreoni,,,reported,,1
Somini,,Sengupta,,,reported,,1
Somini,,Sengupta,,,reported,,1
Somini,,Sengupta,,,reported,,1
Somini,,Sengupta,,,reported,,1
Somini,,Sengupta,,,reported,,1
Somini,,Sengupta,,,reported,,1
Somini,,Sengupta,,,reported,,1
Somini,,Sengupta,,,reported,,1
Elisabeth,,Egan,,,reported,,1
Somini,,Sengupta,,,reported,,1
Youtube,,,,,reported,,1
Brenda,,Fowler,,,reported,,1
Brian,,Stelter,,,reported,,1
Bill,,Cunningham,,,reported,,1
Norihiro,,Kato,,,reported,,1
Sinan,,Ulgen,,,reported,,1
Dave,,Itzkoff,,,reported,,1
Adam,,,,,reported,,1
Lauren,,Jackson,,,reported,,1
Mahima,,Chablani,,,reported,,2
Desiree,,Ibekwe,,,reported,,3
Kathryn,,Branch,,,reported,,1
,,,,,reported,,1
Suzy,,Menkes,,,reported,,1
William,,Safire,,,reported,,1
Sam,,Sifton,,,reported,,1
Tori,,Tellem,,,reported,,1
Jazmin,,Aguilera,,,reported,,1
Danielle,,Allentuck,,,reported,,2
Nancy,,Coleman,,,reported,,3
Rebecca,,Liebson,,,reported,,4
Devi,,Lockwood,,,reported,,5
Brittainy,,Newman,,,reported,,6
Amelia,,Nierenberg,,,reported,,7
Mariel,,Padilla,,,reported,,8
Aaron,,Randle,,,reported,,9
Andrea,,Salcedo,,,reported,,10
Tala,,Schlossberg,,,reported,,11
Haley,,Willis,,,reported,,12
Felicia,,Vasquez,,,reported,,13
Jake,,Nevins,,,reported,,14
David,,Yaffe-Bellany,,,reported,,15
Roy,S.,Johnson,,,reported,,1
Kate,,Bolick,,,reported,,1
C.,Claiborne,Ray,,,reported,,1
Verlyn,,Klinkenborg,,,reported,,1
Gail,,Collins,,,reported,,1
Jules,,Feiffer,,,reported,,1
Kate,,Phillips,,,reported,,1
Judy,,Battista,,,reported,,1
Timothy,W.,Smith,,,reported,,1
,,,,,reported,,1
Kofi,,Annan,,,reported,,1
Charles,,,,,reported,,1
Henry,A.,Kissinger,,,reported,,1
Timothy,W.,Smith,,,reported,,1
Stephen,,Elliott,,,reported,,1
Bill,,Cunningham,,,reported,,1
Reviews,Dave,Itzkoff,,,reported,,1
Bret,,Stephens,,,reported,,1
Nytimes,,,,,reported,,1
Mert,,Alas,,,reported,,1
Marcus,,Piggott,,,reported,,2
Ibrahim,,Kamara,,,reported,,3
David,,Callahan,,,reported,,1
Suzy,,Menkes,,,reported,,1
Karen,,Rosenberg,,,reported,,1
Anna,,Quindlen,,,reported,,1
Roslyn,,Sulcas,,,reported,,1
J.,David,GOODMAN,,,reported,,1
Priscilla,,Chan,,,reported,,1
Bridget,,Anderson,,,reported,,2
Andrew,H.,Malcolm,,,reported,,1
Rob,,Cox,,,reported,,1
Robert,,Cyran,,,reported,,2
Joseph,,,,,reported,,1
Robert,,Hurtado,,,reported,,1
Ken,,Johnson,,,reported,,1
Deb,,Amlen,,,reported,,1
Patrick,,McGeehan,,,reported,,1
David,,Leonhardt,,,reported,,1
Robert,A.,Bennett,,,reported,,1
Dealbook,,,,,reported,,1
Judith,,Rehak,,,reported,,1
International,Herald,Tribune,,,reported,,2
Carolyn,,SAYRE,,,reported,,1
Jill,P.,Capuzzo,,,reported,,1
Marshall,,Schuon,,,reported,,1
Joseph,,,,,reported,,1
Sal,,Nuccio,,,reported,,1
Joseph,,,,,reported,,1
Ben,,Sisario,,,reported,,1
Patrick,,McGuire,,,reported,,1
Pamela,G.,Hollie,,,reported,,1
Tara,Siegel,Bernard,,,reported,,1
Kenneth,,Chang,,,reported,,1
John,,Harwood,,,reported,,1
Victor,,Lusinchi,,,reported,,1
Dealbook,,,,,reported,,1
Pamela,G.,Hollie,,,reported,,1
Aubrey,,DIEM,,,reported,,1
Annie,,Lowrey,,,reported,,1
David,,Kocieniewski,,,reported,,2
Sewell,,Chan,,,reported,,1
David,,Giambusso,,,reported,,2
Joseph,,,,,reported,,1
John,,Leonard,,,reported,,1
Damon,,Darlin,,,reported,,1
David,Cay,Johnston,,,reported,,1
Jay,,Romano,,,reported,,1
Adolph,S.,ZIEGLER,,,reported,,1
Joseph,,,,,reported,,1
John,H.,Allan,,,reported,,1
Cheryl,,Jensen,,,reported,,1
Tara,Siegel,Bernard,,,reported,,1
David,,Leonhardt,,,reported,,1
Eileen,Shanahanspecial,To,,,reported,,1
Fred,R.,Bleakley,,,reported,,1
Virginia,,Pope,,,reported,,1
David,E.,Rosenbaum,,,reported,,1
Robin,,Toner,,,reported,,2
David,,,,,reported,,1
Anna,,Bernasek,,,reported,,1
Bloomberg,,News,,,reported,,1
Sal,,Nuccio,,,reported,,1
Constance,L.,Hays,,,reported,,1
David,,Colman,,,reported,,1
John,H.,Allan,,,reported,,1
Robert,,Metz,,,reported,,1
Robert,J.,Cole,,,reported,,1
Clyde,H.,Farnsworth,,,reported,,1
,,,,,reported,,2
Robert,,Metz,,,reported,,1
Andree,,Brooks,,,reported,,1
Grace,,Glueck,,,reported,,1
Karen,W.,Arenson,,,reported,,1
Robert,N.,Veres,,,reported,,1
,,,,,reported,,1
Dealbook,,,,,reported,,1
Andree,,Brooks,,,reported,,1
Robert,Lindsey,Special,,,reported,,1
Lynnley,,Browning,,,reported,,1
Lawrence,K.,Altman,,,reported,,1
,,,,,reported,,2
Dave,,Caldwell,,,reported,,1
Bernard,,Gladstone,,,reported,,1
Sal,,Nuccio,,,reported,,1
Rachelle,,Garbarine,,,reported,,1
Kurt,,Streeter,,,reported,,1
Michael,,Powell,,,reported,,1
Mitch,,Smith,,,reported,,1
Joe,,Drape,,,reported,,1
Christopher,,Clarey,,,reported,,1
Oskar,,Garcia,,,reported,,1
Remy,,Tumin,,,reported,,1
Christopher,,Clarey,,,reported,,1
Alan,,Blinder,,,reported,,1
Tyler,,Kepner,,,reported,,1
Kurt,,Streeter,,,reported,,1
Richard,,Sandomir,,,reported,,1
David,,Waldstein,,,reported,,1
James,,Wagner,,,reported,,1
David,W.,Chen,,,reported,,1
Sopan,,Deb,,,reported,,1
Tania,,Ganguli,,,reported,,1
Sopan,,Deb,,,reported,,1
Wesley,,Morris,,,reported,,1
Elyssa,,Dudley,,,reported,,2
Hans,,Buetow,,,reported,,3
Mahima,,Chablani,,,reported,,4
Sasha,,Weiss,,,reported,,5
Marion,,Lozano,,,reported,,6
Benjamin,,Hoffman,,,reported,,1
Tariq,,Panja,,,reported,,1
Christopher,,Clarey,,,reported,,1
Benjamin,,Mullin,,,reported,,1
David,,Waldstein,,,reported,,1
Matthew,,Futterman,,,reported,,1
David,W.,Chen,,,reported,,1
Scott,,Cacciola,,,reported,,1
Victor,,Mather,,,reported,,1
Kevin,,Draper,,,reported,,2
Joe,,Drape,,,reported,,1
Billy,,Witz,,,reported,,1
Travis,,Dove,,,reported,,2
Andrew,,Keh,,,reported,,1
Rachel,,Fairbank,,,reported,,1
Mike,,Tanier,,,reported,,1
Ken,,Belson,,,reported,,1
Jenny,,Vrentas,,,reported,,1
Mike,,Tanier,,,reported,,1
Jenny,,Vrentas,,,reported,,1
Shauntel,,Lowe,,,reported,,1
Emmanuel,,Morgan,,,reported,,1
Nate,,Cohn,,,reported,,1
Remy,,Tumin,,,reported,,1
Ken,,Belson,,,reported,,1
Alan,,Blinder,,,reported,,1
Joe,,Drape,,,reported,,1
Robert,,O'Connell,,,reported,,1
Alan,,Blinder,,,reported,,1
Maggie,,Astor,,,reported,,1
Emmanuel,,Morgan,,,reported,,1
Eduardo,,Medina,,,reported,,1
Kevin,,Randall,,,reported,,1
Morgan,,Campbell,,,reported,,1
Tania,,Ganguli,,,reported,,1
Sopan,,Deb,,,reported,,1
Tariq,,Panja,,,reported,,1
Joe,,Drape,,,reported,,1
Audra,,Melton,,,reported,,2
Remy,,Tumin,,,reported,,1
Tania,,Ganguli,,,reported,,1
Scott,,Cacciola,,,reported,,1
Alan,,Blinder,,,reported,,1
Tania,,Ganguli,,,reported,,1
Richard,,Pérez-Peña,,,reported,,1
Tania,,Ganguli,,,reported,,1
Bret,Anthony,Johnston,,,reported,,1
Remy,,Tumin,,,reported,,1
Remy,,Tumin,,,reported,,1
James,,Wagner,,,reported,,1
Remy,,Tumin,,,reported,,1
Christopher,,Clarey,,,reported,,1
Scott,,Cacciola,,,reported,,1
Emmanuel,,Morgan,,,reported,,1
James,,Wagner,,,reported,,1
Jenny,,Vrentas,,,reported,,1
Kevin,,Draper,,,reported,,2
Tyler,,Kepner,,,reported,,1
John,,Branch,,,reported,,1
Christopher,,Clarey,,,reported,,1
Molly,,Worthen,,,reported,,1
Ken,,Belson,,,reported,,1
Billy,,Witz,,,reported,,1
James,,Wagner,,,reported,,1
Christie,,Aschwanden,,,reported,,1
James,,Wagner,,,reported,,1
Billy,,Witz,,,reported,,1
Tyler,,Kepner,,,reported,,1
Jenny,,Vrentas,,,reported,,1
Emmanuel,,Morgan,,,reported,,2
Alan,,Blinder,,,reported,,1
Tyler,,Kepner,,,reported,,1
David,W.,Chen,,,reported,,1
James,,Wagner,,,reported,,1
Jake,,Nevins,,,reported,,1
David,,Marchese,,,reported,,1
Shannon,,Doyne,,,reported,,1
Emmanuel,,Morgan,,,reported,,1
Tyler,,Kepner,,,reported,,1
Benjamin,,Hoffman,,,reported,,1
Vanessa,,Friedman,,,reported,,1
Billy,,Witz,,,reported,,1
James,,Wagner,,,reported,,1
Michael,,Paulson,,,reported,,1
Maggie,,Haberman,,,reported,,1
Maria,,Cramer,,,reported,,1
Thomas,,,,,reported,,1
Natalie,,Kitroeff,,,reported,,1
Ellen,,Barry,,,reported,,1
David,,,,,reported,,1
John,,Holl,,,reported,,1
S.,Whitney,HOLMES,,,reported,,1
Paul,,Krugman,,,reported,,1
Alan,,Lee,,,reported,,1
Megan,,Thee,,,reported,,1
Megan,,THEE,,,reported,,1
Dealbook,,,,,reported,,1
Caitlin,,Lovinger,,,reported,,1
Carl,,Hulse,,,reported,,1
John,,Sullivan,,,reported,,1
Bloomberg,,News,,,reported,,1
Stewart,,Ain,,,reported,,1
Milt,,Freudenheim,,,reported,,1
Henry,,Giniger,,,reported,,2
Richard,,Levine,,,reported,,3
James,,Glanz,,,reported,,1
Edward,,Wong,,,reported,,1
Natasha,,Singer,,,reported,,2
,,,,,reported,,1
Bloomberg,,News,,,reported,,1
Edward,,Wyatt,,,reported,,1
Elsa,,Brenner,,,reported,,1
Jonathan,,Weisman,,,reported,,1
Tom,,Wicker,,,reported,,1
Dow,,Jones,,,reported,,1
,,,,,reported,,1
David,,,,,reported,,1
Jeff,Z.,Klein,,,reported,,1
Leonard,,Sloane,,,reported,,1
Jon,,CARAMANICA,,,reported,,1
Jennifer,,Medina,,,reported,,1
,,,,,reported,,1
Richard,Lezin,Jones,,,reported,,1
,,,,,reported,,1
Daniel,J.,Wakin,,,reported,,1
Jeremy,,Pearce,,,reported,,1
John,,Branch,,,reported,,1
Steven,,Erlanger,,,reported,,1
Rafael,,Hermoso,,,reported,,1
Matt,,Apuzzo,,,reported,,1
John,,Eligon,,,reported,,2
Brad,,SPURGEON,,,reported,,1
Elizabeth,,Kolbert,,,reported,,1
Lisa,,Prevost,,,reported,,1
Murray,,Chass,,,reported,,1
,,,,,reported,,2
Brad,,Spurgeon,,,reported,,1
Jay,,Romano,,,reported,,1
Alissa,J.,Rubin,,,reported,,1
Richard,A.,Oppel,Jr,,reported,,2
Tom,,Zeller,Jr,,reported,,1
David,,Segal,,,reported,,1
,,,,,reported,,1
Dave,,Caldwell,,,reported,,1
Bloomberg,,News,,,reported,,1
Marc,,Lacey,,,reported,,1
Ginger,,Thompson,,,reported,,2
Adam,,Goodheart,,,reported,,1
Zachary,,Small,,,reported,,1
Richard,,Sandomir,,,reported,,1
Michael,,Wright,,,reported,,1
Caroline,Rand,Herron,,,reported,,2
Murray,,Chass,,,reported,,1
Lizette,,Alvarez,,,reported,,1
Bloomberg,,News,,,reported,,1
William,,Manchester,,,reported,,1
James,F.,Clarity,,,reported,,1
Milt,,Freudenheim,,,reported,,2
Katherine,,Roberts,,,reported,,3
Gustav,,Niebuhr,,,reported,,1
Isabel,,Kershner,,,reported,,1
Scott,,Sayare,,,reported,,1
Don,,Kirk,,,reported,,1
Bloomberg,,News,,,reported,,1
